门店名称,评论内容,评论日期
Seesaw Coffee(北京东方广场店),"味道如何没有尝到，因为这家店铺接外卖的订单已经忙的不可开交，3个人根本顾不过来。早上9:30到店，根本没人理会。有几个外卖的小哥说客户等不了都退单了。如果现有人员没有办法满足线上线下的订单量，是不是考虑再找人？或者想其他办法？
如果你想喝这家的咖啡☕️，线上提前下单吧。
王府中环那家不知道情况是不是能好些，转战过去也没看到，因为不到10点商场还没有开门。
哎……想喝杯seesaw好难。[衰]",2022-01-03
Seesaw Coffee(远洋乐堤港店),"人太多
等得有点久
直接带走
没有评论的那么好喝",2022-01-03
Seesaw Coffee(上海金桥国际店),地方不大，略显拥挤。价格可以对标星某某，和T***，感觉性价比不高。杯子感觉略小，口味还可以。,2022-01-03
Seesaw Coffee(晶耀前滩店),想着带妈妈一起去喝个下午茶，就选了商场附近的这家。买好套餐后店员告诉我甜品只有一种了，但后来我看到玻璃窗里还有好几款蛋糕的，不知道为什么告诉我没有了，服务员态度一般，不知道是不是因为心情不好，不太搭理人。咖啡味道中规中矩，甜品太甜了，不太好吃…,2022-01-03
Seesaw Coffee(环贸iapm店),工作人员业务绝对不熟练，提前在小程序预约报名的点赞得香膏活动，然而到店后问我要预约二维码，由于小程序订单页面并没有这一项，于是开始说：“肯定有的，我们也不知道，你找客服，或者你没有报名成功…”，我想说上海一共才5家可以预约取货，提前不培训的吗？好在最后来了一个没有穿制服的工作人员，研究了一下找到了二维码，近几次的特调咖啡的味道真的很一言难尽，欣赏不来了。,2022-01-03
Seesaw Coffee(南京水游城店),店面很小，产品种类也没有吾悅广场全，顺路买杯咖啡还是不错的，环境不适宜堂食。,2022-01-03
Seesaw Coffee(上海太阳宫K46店),直播间买的大杯双杯券，给的却是标准杯，服务员说我点的品类只有标准杯没有大杯型的，只好妥协。回家一看小程序点单是有大杯型的，商家有点过分了，欺骗消费者！！！搞不起活动就别搞活动，差这几块钱把品牌都做烂了，太气愤了！,2022-01-03
Seesaw Coffee(上海太阳宫K46店),买了李佳琦的券，大杯的咖啡，点单的时候还和小姑娘确认的，最后给了标准杯。让二杯咖啡打包，打了一杯，走到三楼发现再回上去，旁边男生说那你和客人打下招呼。姑娘说我知道二杯，那你故意的是吧,2022-01-03
Seesaw Coffee(北京朝阳大悦城店),难以理解的地理位置，来过seesaw两家店都是这样，光找地方就能给你找烦躁，大众点评上地址标清楚点能死吗。然后一堆员工不知道忙活啥呢，反正就是出不来咖啡，一堆人抱怨的站在那里问到底还要等多久，但是依旧出不来。没那水平就别揽这活了好吧……,2022-01-03
Seesaw Coffee(北京东方广场店),"是体验感最糟糕的seesaw了吧

[薄荷]环境：
店里是真的小 小 小 一进门特别憋屈
如果说地段寸土寸金 小不是你的错 但是店内环境很乱就是你们的问题了吧！
制作台的过道 打包带倒在地上 店员过去也不捡起来 实在是逼死强迫症 我给捡起来码上了
制作特别慢 一个女咖啡师一直在缓慢的打下手

[服务铃]服务：
点单也是特别慢 请熟悉下你们的点单系统吧！

这次是去尝新品 推荐大家点冰的 比热的好喝～
糖葫芦蘸着吃！超好吃😋

最后 建议店员去朝北店或三里屯店体验学习 遇上那两家店的客流量 这还不得更混乱？",2022-01-03
Seesaw Coffee(世茂广场店),"之前在携程上弄的9.9元的券…
就过来消费了一次。
香橙肉桂美式基本喝不出美式的味道了。
酸酸甜甜的一杯小饮料了。
姜饼人丝绒拿铁，我不知道是串味了还是怎么的，是这个咖啡就是这个风味嘛…
不知道为啥带了一股子药味儿…
还有店员拉花的一个操作让我有点膈应…
这个拉花拉得…缸都浸在杯子里面了…
虽然拉完一杯会洗杯子…但是这样接触还是内心有点承受不了…",2022-01-03
Seesaw Coffee(上生新所店),"柚子爱好者看到Seesaw和观夏联名的新年系列坐不住啦～买两种特调+关注两个公众号+转发，就可以领一个香片了。
虽说观夏很火，买过两个味道都觉得不是很符合东方调的定义，燃烧度也一般，香气也是各种“熟悉”，白柚也是如此，没什么特点。
这次联名的特调也蛮失望的。「白柚红果丝绒拿铁」山楂汁太甜，再加糖浆，还有厚厚的奶盖，咖啡和燕麦奶的味道几乎没了，糖葫芦是全聚德的，冻得超级硬，没办法撼动。「白柚红美式」跟之前一个热红酒特调几乎一样吧，全是葡萄果汁味道，没什么咖啡口感。
工作日下午人不算多，但服务也是一团糟，帮忙收桌子也等了一刻钟。
太久没有喝seesaw了，连会员分级了可以打折了都不知道[白眼]参加活动不能用会员折扣哟～",2022-01-03
Seesaw Coffee(浦东美术馆店),"就在浦东美术馆一楼出口处，逛完展累了正好过来坐坐休息一下，位子挺多的，整体环境好评。
很早就听说seesaw，原本期待还挺高的，结果饮品质量就真的很一般，点了很小一杯柠檬茶要32块，而且还特别难喝，感觉性价比很一般。",2022-01-03
Seesaw Coffee(重庆光环店),白柚红美式。我要一辈子记住这个名字。我人生中还没喝过这么难喝的咖啡，就像是发霉了的咸菜味，难喝到我这种懒人大半夜的都要来专门为它写个点评。想象中柚子味咖啡应该是带着清香味的小美好[流泪]现在想起这个味道我还在恶心反胃，我今天为什么要点这样一杯咖啡，苍天啊？WHY？,2022-01-03
Seesaw Coffee(南京水游城店),"拿铁☕️奶味重 咖啡味略淡 店里比较局促 服务还不错的 
但是后来又点了次外卖 包装很不错 但是备注的信息店员完全没看！！备注美式不要加冰 因为外卖时间久 送来就很冰 喝起来是冰块化掉的味 正常去冰美式应该是常温甚至温 要杯套也没有给…",2022-01-02
Seesaw Coffee(新天地南里店),"在xx网上买了爆款椰子燕麦拿铁，化了28元。
想想爆款总有些特色的吧，想不到大失所望。
没有一丁点儿椰子味，喝到底也未见燕麦？？？",2022-01-02
Seesaw Coffee(上海兴业太古汇店),在上海做咖啡没有服务真活不下去。我问团购三选一美式次卡K5是什么不吊我，全程基本尽然没有对话，我自己空的杯子想扔垃圾桶问了也没有人吊[睡],2022-01-02
Seesaw Coffee(北京东方广场店),不知道是不是seesaw一直保持性冷淡风 一进门服务人员给你感觉就很飘 点单落座虽然现在早就是码走天下的时代可其它品牌的咖啡店还是能够感受到一些服务的 而这家完全没有 全程感觉是人机对话 有一个个子不高的服务员更是目光风奇 总在偷瞄也不知道瞄什么 然后喊一句堂食xx号就完全感受不到其存在了 给人感觉一点都不礼貌 再说说味道吧 感觉好像改了配方 拿铁寡淡到一定程度了 不知道是降低了多少成本都感觉,2022-01-02
Seesaw Coffee(北京朝阳大悦城店),"太慢了！
点了一杯SOE美式
手机点单说五分钟 结果等了快半小时好吗
手机点单时间算法有问题吧 里面夹杂了很多外卖单不显示
就一台机器要做那么多单也实在是不太合理 只有两个咖啡师 感觉明显在专注做外卖单
做完了也不叫号 是忘了吧 这服务做的 服务生小年轻也没服务意识 网红店好好做做服务吧",2022-01-02
Seesaw Coffee(北京东方广场店),"开在东方广场不太起眼的角落，感觉更像是一个外卖店，因为门脸太小，里面进去仅有靠墙一排座位能坐几个人，跟局促，还通常被等外卖的小哥占满了。
第一次来点了姜饼人丝绒拿铁，还是挺买家秀的，给的姜饼人饼干泡在咖啡里，都有点碎了，味道就一般吧。
杯子包装还不错，简单的红白。

环境：如果不是点评上先提前收藏了解你一定以为是个卖饮料的小卖部。。自行体会

[服务铃]服务：
重点说说。第一次来等就挺久的，而且感觉服务员对自己来买的客人似乎有成见，反而对外卖小哥比较热情，从点单到取，几乎没人管。
第二次我是从王府中环过来的，因为没有小羊包了，又正好有券就过来买一杯。
又是爱答不理的，点完了也没说话我就在那等着，大概过了十几分钟，我就跑后面去问我的还多久，那个女店员瞟了一眼说，你不是刚点的？
我去我这火就上来了，我说我点了十分钟了，她说外卖单子多，你再等15分钟。。
我看她面前确实很多外卖袋子，然后座位也全被外卖员占了，我说那为什么刚才不说需要多等？我还急着上班。后来我直接先去上班了，过会儿又下去取的。
我刚走到门口两个女生进来要点单，那女的直接说您需要等25分钟左右哦。。我去，什么情况？？？
这家店我觉得你要不只做外卖吧，实",2022-01-02
Seesaw Coffee(北京朝阳大悦城店),味道还行，周末环境不太好，桌子脏了没人收拾，点餐的人在忙，因为是开放空间，我就去找看着比较闲的咖啡区域的员工，结果姐们特别不耐烦的指着忙着的点餐同事，你去那边找人，我真的……你很忙么？你不也在看着别人做饮料吗？哪怕你有事做，起码看起来有事做，也不应该用这种态度对待顾客……而且咖啡做的巨慢，前面排队6杯，结果等了快20分钟？,2022-01-02
Seesaw Coffee(南京水游城店),"室内空间比起吾悦要小很多，桌椅主要在室外。
点单后等待时间偏长，可能因为人手不够。",2022-01-02
Seesaw Coffee(南京水游城店),"「芝士丝绒美式」口感很普通 不值这个价 。
[服务铃]服务：
服务 基本上算没有 点单就直接放一边 也不介绍 板着一张脸 不会再选择消费。",2022-01-02
Seesaw Coffee(88铜仁路店),"我都多久不写评论了啊
能够激发起我写评论的店，真的蛮牛的
你咖啡这么贵，那服务态度好一点呢？
这么牛*的态度，你牛给谁看？
看到51块一杯的大杯size咖啡，贫穷的我还是不争气的震惊了
51块一杯咖啡哎，你的服务在里面起码值到5块可以吗？
而今天这位收银短头发戴眼镜的女士服务生，你的服务我给你打0分，希望你可以引起高度重视！
【问题一】：点单不问甜度：直到我拿到咖啡我才知道，原来这个咖啡是有甜度的，你怎么就不多问我一句呢？我要少糖啊
【问题二】：点完单不给回单：直到我去拿咖啡，小姐姐问我【你几号】我才知道，我应该要配拿一张写着我号码牌的回单的，而点完单后，我问你我有什么要拿吗。你牛*的说。前面等着去。你当我什么？
【问题三】：态度僵硬，不正面回答我的问题，我问你的问题，都要我问你三遍，你才正面回答我，你尊重过我吗？
【问题四】：你问过我要做热的还是做冷的吗？现在虽然是冬天，但我想喝冷的不行吗？你就自说自话做热的，你帮我决定吗？那你怎么不帮我买单呢？
麻烦seesaw领导，帮我问问这位员工，谢谢",2022-01-02
Seesaw Coffee(财富购物中心店),等位时间太长了,2022-01-02
Seesaw Coffee(杭州天目里店),"[服务铃]服务：
整体的服务性就很差，我等了很长时间就让我干等着，我在问说我着急就退款！这是服务？也不叫号，不懂客人与外卖那个重要！！我也是第一次看到一家咖啡厅拉花和出餐中间还有一个倒奶的咖啡师[呵呵]",2022-01-02
Seesaw Coffee(成都摩方店),去了好几次了，今天突然想起看看大众点评，居然有团购，但店员从来没有提醒过[流泪]差评,2022-01-01
Seesaw Coffee(上海世纪汇店),很不好找的店面，不在世纪汇里面在外面的走廊边上的小门面～投诉她们家送的玻璃杯不是膳魔师的双口杯，质量堪忧，结果打电话问问，还讲她们是统一的玻璃杯，明明就不一样怎么会这样？感觉遇到骗子咖啡店郁闷🀄️为何别的门店送的玻璃杯都一样，就他们门店的不一样呢……真的遇到假货咖啡店了吗？,2022-01-01
